origin,dest,cost
51041100206,51015070300,148.3
51059481202,51015070300,150.7
51710004800,51015070300,241.9
51117930300,51015070300,237.2
51143010300,51015070300,170
51059421101,51015070300,168.3
51087200201,51015070300,127.2
51085320100,51015070300,138.4
51810040403,51015070300,241.5
51760010401,51015070300,131.8
51081880200,51015070300,216.4
51179010213,51015070300,167
51740211800,51015070300,245.5
51770002300,51015070300,109.4
51019030501,51015070300,144.8
51013100600,51015070300,162.6
51770002200,51015070300,114.4
51760061000,51015070300,139
51087200121,51015070300,120.9
51740212400,51015070300,248.3
51510201400,51015070300,173.9
51059482502,51015070300,145.6
51107611005,51015070300,152.9
51683910201,51015070300,135.4
51700032113,51015070300,207.1
51167030200,51015070300,293.5
51169030400,51015070300,319.2
51087200104,51015070300,125.8
51660000101,51015070300,21.3
51810046015,51015070300,258.5
51540000501,51015070300,58.7
51680001100,51015070300,109.3
51059471402,51015070300,156.8
51059421400,51015070300,174.7
51059422101,51015070300,166.5
51053840100,51015070300,196
51760021000,51015070300,142.2
51760030500,51015070300,136.4
51059421701,51015070300,175.1
51059452302,51015070300,160.2
51810046013,51015070300,254.4
51013101402,51015070300,160.7
51710004001,51015070300,240
51840000100,51015070300,92.7
51059421102,51015070300,167.2
51185020700,51015070300,278.1
51059431002,51015070300,156.6
51059420600,51015070300,174.8
51059450200,51015070300,156.2
51740211500,51015070300,244.7
51161030203,51015070300,103.4
51740212000,51015070300,245.7
51019030402,51015070300,123.7
51113930100,51015070300,88.3
51059415401,51015070300,178.8
51011040300,51015070300,129.8
51049930100,51015070300,143.2
51810044004,51015070300,259.9
51177020108,51015070300,147.1
51111930200,51015070300,203.6
51111930100,51015070300,197.7
51067020500,51015070300,144
51710003600,51015070300,238.8
51550020600,51015070300,248.1
51041101009,51015070300,149.3
51540000201,51015070300,62.2
51057950600,51015070300,203.4
51670820100,51015070300,164.7
51710005701,51015070300,232.5
51059440201,51015070300,153.5
51740212701,51015070300,244.2
51710004900,51015070300,241
51810045428,51015070300,265
51710002600,51015070300,239.9
51003010100,51015070300,80.7
51059482302,51015070300,152.4
51760071002,51015070300,140.2
51760060900,51015070300,146.7
51059432300,51015070300,151.4
51059432702,51015070300,163.5
51760030200,51015070300,136.3
51510200701,51015070300,171.1
51033030202,51015070300,181.7
51740210300,51015070300,244.5
51510200103,51015070300,167
51710007002,51015070300,243.1
51133020300,51015070300,244.3
51059432701,51015070300,165
51059452400,51015070300,161.6
51740212600,51015070300,247.2
51059415900,51015070300,177.2
51760070802,51015070300,146.1
51059451200,51015070300,164.1
51059440701,51015070300,154.8
51013103200,51015070300,166.4
51810045603,51015070300,248.7
51013102802,51015070300,167.3
51059422301,51015070300,168.9
51059470600,51015070300,159.6
51059470800,51015070300,158.2
51179010405,51015070300,160.1
51760010800,51015070300,135.7
