GEOID,NAME,popE,popM,geometry,lon,lat,geometry
51179010213,"Census Tract 102.13, Stafford County, Virginia",1907,119,"c(-77.445313606937, 38.456368449173)",-77.445313606937,38.456368449173,"c(-77.445313606937, 38.456368449173)"
51740211800,"Census Tract 2118, Portsmouth city, Virginia",2528,302,"c(-76.3208083151051, 36.8253961761982)",-76.3208083151051,36.8253961761982,"c(-76.3208083151051, 36.8253961761982)"
51770002300,"Census Tract 23, Roanoke city, Virginia",5487,449,"c(-79.9965471304401, 37.3101326452657)",-79.9965471304401,37.3101326452657,"c(-79.9965471304401, 37.3101326452657)"
51019030501,"Census Tract 305.01, Bedford County, Virginia",3785,301,"c(-79.5420475110233, 37.1615245279257)",-79.5420475110233,37.1615245279257,"c(-79.5420475110233, 37.1615245279257)"
51013100600,"Census Tract 1006, Arlington County, Virginia",2923,254,"c(-77.1086478632449, 38.8935638245439)",-77.1086478632449,38.8935638245439,"c(-77.1086478632449, 38.8935638245439)"
51770002200,"Census Tract 22, Roanoke city, Virginia",2586,280,"c(-80.0105734817078, 37.2832617573425)",-80.0105734817078,37.2832617573425,"c(-80.0105734817078, 37.2832617573425)"
51760061000,"Census Tract 610, Richmond city, Virginia",5400,554,"c(-77.4448970387716, 37.5241126529778)",-77.4448970387716,37.5241126529778,"c(-77.4448970387716, 37.5241126529778)"
51087200121,"Census Tract 2001.21, Henrico County, Virginia",5322,290,"c(-77.6253604471148, 37.6448879378874)",-77.6253604471148,37.6448879378874,"c(-77.6253604471148, 37.6448879378874)"
51740212400,"Census Tract 2124, Portsmouth city, Virginia",2381,227,"c(-76.325958149383, 36.804635654652)",-76.325958149383,36.804635654652,"c(-76.325958149383, 36.804635654652)"
51510201400,"Census Tract 2014, Alexandria city, Virginia",3359,197,"c(-77.0616920731521, 38.8219472305803)",-77.0616920731521,38.8219472305803,"c(-77.0616920731521, 38.8219472305803)"
51059482502,"Census Tract 4825.02, Fairfax County, Virginia",2191,133,"c(-77.4140484098352, 38.9121257372805)",-77.4140484098352,38.9121257372805,"c(-77.4140484098352, 38.9121257372805)"
51107611005,"Census Tract 6110.05, Loudoun County, Virginia",3712,258,"c(-77.4953912509251, 39.0399591985054)",-77.4953912509251,39.0399591985054,"c(-77.4953912509251, 39.0399591985054)"
51683910201,"Census Tract 9102.01, Manassas city, Virginia",3675,348,"c(-77.4712025221347, 38.7623075220011)",-77.4712025221347,38.7623075220011,"c(-77.4712025221347, 38.7623075220011)"
51700032113,"Census Tract 321.13, Newport News city, Virginia",2257,260,"c(-76.505688453654, 37.1330125951726)",-76.505688453654,37.1330125951726,"c(-76.505688453654, 37.1330125951726)"
51167030200,"Census Tract 302, Russell County, Virginia",4216,471,"c(-82.1459543498659, 36.9656074055631)",-82.1459543498659,36.9656074055631,"c(-82.1459543498659, 36.9656074055631)"
51169030400,"Census Tract 304, Scott County, Virginia",3305,325,"c(-82.5181044226383, 36.7495552279121)",-82.5181044226383,36.7495552279121,"c(-82.5181044226383, 36.7495552279121)"
51087200104,"Census Tract 2001.04, Henrico County, Virginia",4532,301,"c(-77.5498182686527, 37.6103178780286)",-77.5498182686527,37.6103178780286,"c(-77.5498182686527, 37.6103178780286)"
51660000101,"Census Tract 1.01, Harrisonburg city, Virginia",4015,386,"c(-78.855698159102, 38.4546319426414)",-78.855698159102,38.4546319426414,"c(-78.855698159102, 38.4546319426414)"
51810046015,"Census Tract 460.15, Virginia Beach city, Virginia",4302,254,"c(-76.1072857171366, 36.7690281977404)",-76.1072857171366,36.7690281977404,"c(-76.1072857171366, 36.7690281977404)"
51540000501,"Census Tract 5.01, Charlottesville city, Virginia",3175,287,"c(-78.4964425728684, 38.0260017093524)",-78.4964425728684,38.0260017093524,"c(-78.4964425728684, 38.0260017093524)"
51680001100,"Census Tract 11, Lynchburg city, Virginia",1478,214,"c(-79.1461016825336, 37.404941911842)",-79.1461016825336,37.404941911842,"c(-79.1461016825336, 37.404941911842)"
51059471402,"Census Tract 4714.02, Fairfax County, Virginia",2698,233,"c(-77.2093738967864, 38.8803488551653)",-77.2093738967864,38.8803488551653,"c(-77.2093738967864, 38.8803488551653)"
51059421400,"Census Tract 4214, Fairfax County, Virginia",6419,742,"c(-77.0875072451356, 38.7687496648178)",-77.0875072451356,38.7687496648178,"c(-77.0875072451356, 38.7687496648178)"
51059422101,"Census Tract 4221.01, Fairfax County, Virginia",5998,563,"c(-77.2112603022043, 38.7106440383931)",-77.2112603022043,38.7106440383931,"c(-77.2112603022043, 38.7106440383931)"
51053840100,"Census Tract 8401, Dinwiddie County, Virginia",4877,431,"c(-77.6971649212876, 37.0294771231959)",-77.6971649212876,37.0294771231959,"c(-77.6971649212876, 37.0294771231959)"
51760021000,"Census Tract 210, Richmond city, Virginia",1435,148,"c(-77.3948432075066, 37.5204278270326)",-77.3948432075066,37.5204278270326,"c(-77.3948432075066, 37.5204278270326)"
51760030500,"Census Tract 305, Richmond city, Virginia",4433,393,"c(-77.4403660524889, 37.5378847981953)",-77.4403660524889,37.5378847981953,"c(-77.4403660524889, 37.5378847981953)"
51059421701,"Census Tract 4217.01, Fairfax County, Virginia",3535,362,"c(-77.1078774237108, 38.7342356073316)",-77.1078774237108,38.7342356073316,"c(-77.1078774237108, 38.7342356073316)"
51059452302,"Census Tract 4523.02, Fairfax County, Virginia",3926,472,"c(-77.2176311161747, 38.8223969434808)",-77.2176311161747,38.8223969434808,"c(-77.2176311161747, 38.8223969434808)"
51810046013,"Census Tract 460.13, Virginia Beach city, Virginia",3569,247,"c(-76.1067430723174, 36.7911908534058)",-76.1067430723174,36.7911908534058,"c(-76.1067430723174, 36.7911908534058)"
51013101402,"Census Tract 1014.02, Arlington County, Virginia",2212,190,"c(-77.1123760067436, 38.8857769567991)",-77.1123760067436,38.8857769567991,"c(-77.1123760067436, 38.8857769567991)"
51710004001,"Census Tract 40.01, Norfolk city, Virginia",1007,94,"c(-76.2917834625353, 36.8598283336579)",-76.2917834625353,36.8598283336579,"c(-76.2917834625353, 36.8598283336579)"
51840000100,"Census Tract 1, Winchester city, Virginia",5373,471,"c(-78.1530271607978, 39.1861072183441)",-78.1530271607978,39.1861072183441,"c(-78.1530271607978, 39.1861072183441)"
51059421102,"Census Tract 4211.02, Fairfax County, Virginia",2966,237,"c(-77.1563153830298, 38.7567773179438)",-77.1563153830298,38.7567773179438,"c(-77.1563153830298, 38.7567773179438)"
51185020700,"Census Tract 207, Tazewell County, Virginia",2188,308,"c(-81.4096452478584, 37.0926499369782)",-81.4096452478584,37.0926499369782,"c(-81.4096452478584, 37.0926499369782)"
51059431002,"Census Tract 4310.02, Fairfax County, Virginia",1740,110,"c(-77.2543073744924, 38.7770939821611)",-77.2543073744924,38.7770939821611,"c(-77.2543073744924, 38.7770939821611)"
51059420600,"Census Tract 4206, Fairfax County, Virginia",3938,319,"c(-77.0822600861053, 38.7871059805512)",-77.0822600861053,38.7871059805512,"c(-77.0822600861053, 38.7871059805512)"
51059450200,"Census Tract 4502, Fairfax County, Virginia",3494,352,"c(-77.1914503916641, 38.8712760881572)",-77.1914503916641,38.8712760881572,"c(-77.1914503916641, 38.8712760881572)"
51740211500,"Census Tract 2115, Portsmouth city, Virginia",1468,232,"c(-76.3432749579171, 36.8277400127672)",-76.3432749579171,36.8277400127672,"c(-76.3432749579171, 36.8277400127672)"
51161030203,"Census Tract 302.03, Roanoke County, Virginia",3593,240,"c(-79.9367860115103, 37.3451281236608)",-79.9367860115103,37.3451281236608,"c(-79.9367860115103, 37.3451281236608)"
51740212000,"Census Tract 2120, Portsmouth city, Virginia",1235,180,"c(-76.3093862700141, 36.8227900848544)",-76.3093862700141,36.8227900848544,"c(-76.3093862700141, 36.8227900848544)"
51019030402,"Census Tract 304.02, Bedford County, Virginia",5438,391,"c(-79.5500595557828, 37.3071007021002)",-79.5500595557828,37.3071007021002,"c(-79.5500595557828, 37.3071007021002)"
51113930100,"Census Tract 9301, Madison County, Virginia",6192,335,"c(-78.1965903781488, 38.346552151991)",-78.1965903781488,38.346552151991,"c(-78.1965903781488, 38.346552151991)"
51059415401,"Census Tract 4154.01, Fairfax County, Virginia",3899,473,"c(-77.078018979439, 38.7570565454495)",-77.078018979439,38.7570565454495,"c(-77.078018979439, 38.7570565454495)"
51011040300,"Census Tract 403, Appomattox County, Virginia",3571,330,"c(-78.7408555136614, 37.3179038682575)",-78.7408555136614,37.3179038682575,"c(-78.7408555136614, 37.3179038682575)"
51049930100,"Census Tract 9301, Cumberland County, Virginia",4739,309,"c(-78.2085887746633, 37.5405141443756)",-78.2085887746633,37.5405141443756,"c(-78.2085887746633, 37.5405141443756)"
51810044004,"Census Tract 440.04, Virginia Beach city, Virginia",1703,243,"c(-75.9796636818029, 36.8507118144087)",-75.9796636818029,36.8507118144087,"c(-75.9796636818029, 36.8507118144087)"
51177020108,"Census Tract 201.08, Spotsylvania County, Virginia",3439,247,"c(-77.5219092015215, 38.2810365622607)",-77.5219092015215,38.2810365622607,"c(-77.5219092015215, 38.2810365622607)"
51111930200,"Census Tract 9302, Lunenburg County, Virginia",3931,324,"c(-78.3500417023653, 36.9591577195396)",-78.3500417023653,36.9591577195396,"c(-78.3500417023653, 36.9591577195396)"
51111930100,"Census Tract 9301, Lunenburg County, Virginia",4409,296,"c(-78.1614617916509, 37.0103626228547)",-78.1614617916509,37.0103626228547,"c(-78.1614617916509, 37.0103626228547)"
51067020500,"Census Tract 205, Franklin County, Virginia",6305,384,"c(-80.0207310389321, 37.0618200843031)",-80.0207310389321,37.0618200843031,"c(-80.0207310389321, 37.0618200843031)"
51710003600,"Census Tract 36, Norfolk city, Virginia",1680,235,"c(-76.2874228825099, 36.8657077070051)",-76.2874228825099,36.8657077070051,"c(-76.2874228825099, 36.8657077070051)"
51550020600,"Census Tract 206, Chesapeake city, Virginia",3472,304,"c(-76.2742618348646, 36.7922959068312)",-76.2742618348646,36.7922959068312,"c(-76.2742618348646, 36.7922959068312)"
51041101009,"Census Tract 1010.09, Chesterfield County, Virginia",5399,378,"c(-77.6982170258529, 37.3852714245207)",-77.6982170258529,37.3852714245207,"c(-77.6982170258529, 37.3852714245207)"
51540000201,"Census Tract 2.01, Charlottesville city, Virginia",2587,216,"c(-78.4889505435868, 38.0419547806031)",-78.4889505435868,38.0419547806031,"c(-78.4889505435868, 38.0419547806031)"
51057950600,"Census Tract 9506, Essex County, Virginia",3060,317,"c(-77.0158091589087, 38.0006547216191)",-77.0158091589087,38.0006547216191,"c(-77.0158091589087, 38.0006547216191)"
51670820100,"Census Tract 8201, Hopewell city, Virginia",1070,139,"c(-77.2800630387257, 37.3104768695369)",-77.2800630387257,37.3104768695369,"c(-77.2800630387257, 37.3104768695369)"
51710005701,"Census Tract 57.01, Norfolk city, Virginia",3747,507,"c(-76.2553670084556, 36.9109757585401)",-76.2553670084556,36.9109757585401,"c(-76.2553670084556, 36.9109757585401)"
51059440201,"Census Tract 4402.01, Fairfax County, Virginia",3038,232,"c(-77.2270232350155, 38.8670190158927)",-77.2270232350155,38.8670190158927,"c(-77.2270232350155, 38.8670190158927)"
51740212701,"Census Tract 2127.01, Portsmouth city, Virginia",5038,576,"c(-76.3695200157233, 36.7985991877347)",-76.3695200157233,36.7985991877347,"c(-76.3695200157233, 36.7985991877347)"
51710004900,"Census Tract 49, Norfolk city, Virginia",5101,413,"c(-76.2909651898528, 36.8498220808747)",-76.2909651898528,36.8498220808747,"c(-76.2909651898528, 36.8498220808747)"
51810045428,"Census Tract 454.28, Virginia Beach city, Virginia",1302,138,"c(-75.9892156775402, 36.7943425691988)",-75.9892156775402,36.7943425691988,"c(-75.9892156775402, 36.7943425691988)"
51710002600,"Census Tract 26, Norfolk city, Virginia",4191,490,"c(-76.2972489226449, 36.8858853263203)",-76.2972489226449,36.8858853263203,"c(-76.2972489226449, 36.8858853263203)"
51003010100,"Census Tract 101, Albemarle County, Virginia",4294,332,"c(-78.6382722552112, 38.1742575672268)",-78.6382722552112,38.1742575672268,"c(-78.6382722552112, 38.1742575672268)"
51059482302,"Census Tract 4823.02, Fairfax County, Virginia",3793,379,"c(-77.3545727742715, 38.9366531936863)",-77.3545727742715,38.9366531936863,"c(-77.3545727742715, 38.9366531936863)"
51760071002,"Census Tract 710.02, Richmond city, Virginia",3173,368,"c(-77.5008466263802, 37.5134096296613)",-77.5008466263802,37.5134096296613,"c(-77.5008466263802, 37.5134096296613)"
51760060900,"Census Tract 609, Richmond city, Virginia",1005,199,"c(-77.4369619210465, 37.4633616944015)",-77.4369619210465,37.4633616944015,"c(-77.4369619210465, 37.4633616944015)"
51059432300,"Census Tract 4323, Fairfax County, Virginia",4141,251,"c(-77.2899691449867, 38.7800214982734)",-77.2899691449867,38.7800214982734,"c(-77.2899691449867, 38.7800214982734)"
51059432702,"Census Tract 4327.02, Fairfax County, Virginia",3246,321,"c(-77.2139947104158, 38.7320507858791)",-77.2139947104158,38.7320507858791,"c(-77.2139947104158, 38.7320507858791)"
51760030200,"Census Tract 302, Richmond city, Virginia",2573,328,"c(-77.4360722260796, 37.5457205771652)",-77.4360722260796,37.5457205771652,"c(-77.4360722260796, 37.5457205771652)"
51510200701,"Census Tract 2007.01, Alexandria city, Virginia",722,72,"c(-77.0822914342906, 38.8044398506315)",-77.0822914342906,38.8044398506315,"c(-77.0822914342906, 38.8044398506315)"
51033030202,"Census Tract 302.02, Caroline County, Virginia",1398,142,"c(-77.2126974435065, 37.9763964916619)",-77.2126974435065,37.9763964916619,"c(-77.2126974435065, 37.9763964916619)"
51740210300,"Census Tract 2103, Portsmouth city, Virginia",1584,140,"c(-76.3462204289622, 36.8462454215902)",-76.3462204289622,36.8462454215902,"c(-76.3462204289622, 36.8462454215902)"
51510200103,"Census Tract 2001.03, Alexandria city, Virginia",6176,597,"c(-77.1358183707955, 38.8225886458114)",-77.1358183707955,38.8225886458114,"c(-77.1358183707955, 38.8225886458114)"
51710007002,"Census Tract 70.02, Norfolk city, Virginia",3125,360,"c(-76.2176257932669, 36.8456522836725)",-76.2176257932669,36.8456522836725,"c(-76.2176257932669, 36.8456522836725)"
51133020300,"Census Tract 203, Northumberland County, Virginia",4925,416,"c(-76.3254859887332, 37.8235174797649)",-76.3254859887332,37.8235174797649,"c(-76.3254859887332, 37.8235174797649)"
51059432701,"Census Tract 4327.01, Fairfax County, Virginia",2514,181,"c(-77.2193753345184, 38.7475244286887)",-77.2193753345184,38.7475244286887,"c(-77.2193753345184, 38.7475244286887)"
51059452400,"Census Tract 4524, Fairfax County, Virginia",5712,542,"c(-77.1981151345809, 38.80507503832)",-77.1981151345809,38.80507503832,"c(-77.1981151345809, 38.80507503832)"
51740212600,"Census Tract 2126, Portsmouth city, Virginia",1024,120,"c(-76.3453832939358, 36.8091740095295)",-76.3453832939358,36.8091740095295,"c(-76.3453832939358, 36.8091740095295)"
51059415900,"Census Tract 4159, Fairfax County, Virginia",2678,169,"c(-77.087749069613, 38.7186796922697)",-77.087749069613,38.7186796922697,"c(-77.087749069613, 38.7186796922697)"
51760070802,"Census Tract 708.02, Richmond city, Virginia",2368,379,"c(-77.4773265412694, 37.4693268813742)",-77.4773265412694,37.4693268813742,"c(-77.4773265412694, 37.4693268813742)"
51059451200,"Census Tract 4512, Fairfax County, Virginia",1384,98,"c(-77.1623534258261, 38.8509863257612)",-77.1623534258261,38.8509863257612,"c(-77.1623534258261, 38.8509863257612)"
51059440701,"Census Tract 4407.01, Fairfax County, Virginia",2353,114,"c(-77.2531951355888, 38.8143790903617)",-77.2531951355888,38.8143790903617,"c(-77.2531951355888, 38.8143790903617)"
51013103200,"Census Tract 1032, Arlington County, Virginia",5078,314,"c(-77.0833856857822, 38.8597961712584)",-77.0833856857822,38.8597961712584,"c(-77.0833856857822, 38.8597961712584)"
51810045603,"Census Tract 456.03, Virginia Beach city, Virginia",1703,147,"c(-76.124654279565, 36.8415830430229)",-76.124654279565,36.8415830430229,"c(-76.124654279565, 36.8415830430229)"
51013102802,"Census Tract 1028.02, Arlington County, Virginia",993,84,"c(-77.1031167889621, 38.8465950888839)",-77.1031167889621,38.8465950888839,"c(-77.1031167889621, 38.8465950888839)"
51059422301,"Census Tract 4223.01, Fairfax County, Virginia",2572,190,"c(-77.1283251439367, 38.7801431648194)",-77.1283251439367,38.7801431648194,"c(-77.1283251439367, 38.7801431648194)"
51059470600,"Census Tract 4706, Fairfax County, Virginia",2175,143,"c(-77.1945368357532, 38.9360030538981)",-77.1945368357532,38.9360030538981,"c(-77.1945368357532, 38.9360030538981)"
51059470800,"Census Tract 4708, Fairfax County, Virginia",2309,145,"c(-77.185841527085, 38.9208217659224)",-77.185841527085,38.9208217659224,"c(-77.185841527085, 38.9208217659224)"
51179010405,"Census Tract 104.05, Stafford County, Virginia",5164,364,"c(-77.4276916679636, 38.3194792176249)",-77.4276916679636,38.3194792176249,"c(-77.4276916679636, 38.3194792176249)"
51760010800,"Census Tract 108, Richmond city, Virginia",3907,443,"c(-77.420705505084, 37.5752782407212)",-77.420705505084,37.5752782407212,"c(-77.420705505084, 37.5752782407212)"
51091970100,"Census Tract 9701, Highland County, Virginia",1972,58,"c(-79.5685630850057, 38.3622532396563)",-79.5685630850057,38.3622532396563,"c(-79.5685630850057, 38.3622532396563)"
51510200702,"Census Tract 2007.02, Alexandria city, Virginia",5060,365,"c(-77.0666472473448, 38.8014235485294)",-77.0666472473448,38.8014235485294,"c(-77.0666472473448, 38.8014235485294)"
51009010200,"Census Tract 102, Amherst County, Virginia",6176,444,"c(-79.0346475007806, 37.5640210420534)",-79.0346475007806,37.5640210420534,"c(-79.0346475007806, 37.5640210420534)"
51157950100,"Census Tract 9501, Rappahannock County, Virginia",2628,199,"c(-78.1871472182382, 38.7482386260561)",-78.1871472182382,38.7482386260561,"c(-78.1871472182382, 38.7482386260561)"
51059432600,"Census Tract 4326, Fairfax County, Virginia",3592,190,"c(-77.233356320762, 38.7482668658934)",-77.233356320762,38.7482668658934,"c(-77.233356320762, 38.7482668658934)"
51041100817,"Census Tract 1008.17, Chesterfield County, Virginia",3133,247,"c(-77.4997932835959, 37.3846483177367)",-77.4997932835959,37.3846483177367,"c(-77.4997932835959, 37.3846483177367)"
51059481201,"Census Tract 4812.01, Fairfax County, Virginia",949,51,"c(-77.3844473614549, 38.9478522638302)",-77.3844473614549,38.9478522638302,"c(-77.3844473614549, 38.9478522638302)"
51033030201,"Census Tract 302.01, Caroline County, Virginia",2272,223,"c(-77.3722809496423, 37.9377883797296)",-77.3722809496423,37.9377883797296,"c(-77.3722809496423, 37.9377883797296)"
51059460900,"Census Tract 4609, Fairfax County, Virginia",1924,116,"c(-77.2586119067272, 38.9126931252171)",-77.2586119067272,38.9126931252171,"c(-77.2586119067272, 38.9126931252171)"
51760010500,"Census Tract 105, Richmond city, Virginia",1405,192,"c(-77.4383006699178, 37.5798607688098)",-77.4383006699178,37.5798607688098,"c(-77.4383006699178, 37.5798607688098)"
51730810700,"Census Tract 8107, Petersburg city, Virginia",1713,298,"c(-77.404830453914, 37.2153883248)",-77.404830453914,37.2153883248,"c(-77.404830453914, 37.2153883248)"
51041100210,"Census Tract 1002.10, Chesterfield County, Virginia",1389,159,"c(-77.5262523062968, 37.4882558510265)",-77.5262523062968,37.4882558510265,"c(-77.5262523062968, 37.4882558510265)"
51041100209,"Census Tract 1002.09, Chesterfield County, Virginia",5380,316,"c(-77.5438318908547, 37.4772017654836)",-77.5438318908547,37.4772017654836,"c(-77.5438318908547, 37.4772017654836)"
51710003700,"Census Tract 37, Norfolk city, Virginia",2245,308,"c(-76.2966687930913, 36.8689025375674)",-76.2966687930913,36.8689025375674,"c(-76.2966687930913, 36.8689025375674)"
51153901229,"Census Tract 9012.29, Prince William County, Virginia",3186,170,"c(-77.3818062667702, 38.6515869228115)",-77.3818062667702,38.6515869228115,"c(-77.3818062667702, 38.6515869228115)"
51700032126,"Census Tract 321.26, Newport News city, Virginia",2551,285,"c(-76.4995752982443, 37.1057458629818)",-76.4995752982443,37.1057458629818,"c(-76.4995752982443, 37.1057458629818)"
51660000401,"Census Tract 4.01, Harrisonburg city, Virginia",2957,273,"c(-78.8685191424497, 38.4740439830354)",-78.8685191424497,38.4740439830354,"c(-78.8685191424497, 38.4740439830354)"
51700031701,"Census Tract 317.01, Newport News city, Virginia",3855,297,"c(-76.4997181872566, 37.0701134453369)",-76.4997181872566,37.0701134453369,"c(-76.4997181872566, 37.0701134453369)"
51710003501,"Census Tract 35.01, Norfolk city, Virginia",2094,255,"c(-76.2765348523527, 36.8615835796611)",-76.2765348523527,36.8615835796611,"c(-76.2765348523527, 36.8615835796611)"
51730810400,"Census Tract 8104, Petersburg city, Virginia",1110,152,"c(-77.4200209220826, 37.2226269808294)",-77.4200209220826,37.2226269808294,"c(-77.4200209220826, 37.2226269808294)"
51051040400,"Census Tract 404, Dickenson County, Virginia",2525,311,"c(-82.2966156727266, 37.0576671290258)",-82.2966156727266,37.0576671290258,"c(-82.2966156727266, 37.0576671290258)"
51059460701,"Census Tract 4607.01, Fairfax County, Virginia",2638,198,"c(-77.2538568756348, 38.8844850399488)",-77.2538568756348,38.8844850399488,"c(-77.2538568756348, 38.8844850399488)"
51800065300,"Census Tract 653, Suffolk city, Virginia",2571,259,"c(-76.5951194292301, 36.7288248849567)",-76.5951194292301,36.7288248849567,"c(-76.5951194292301, 36.7288248849567)"
51710005903,"Census Tract 59.03, Norfolk city, Virginia",1403,165,"c(-76.222390743581, 36.8780748497657)",-76.222390743581,36.8780748497657,"c(-76.222390743581, 36.8780748497657)"
51175200100,"Census Tract 2001, Southampton County, Virginia",3236,267,"c(-76.9750730802952, 36.8536416362721)",-76.9750730802952,36.8536416362721,"c(-76.9750730802952, 36.8536416362721)"
51690000400,"Census Tract 4, Martinsville city, Virginia",1844,236,"c(-79.8756082993118, 36.6752982584722)",-79.8756082993118,36.6752982584722,"c(-79.8756082993118, 36.6752982584722)"
51740212100,"Census Tract 2121, Portsmouth city, Virginia",1026,191,"c(-76.3010017216986, 36.8259369012649)",-76.3010017216986,36.8259369012649,"c(-76.3010017216986, 36.8259369012649)"
51177020111,"Census Tract 201.11, Spotsylvania County, Virginia",1872,163,"c(-77.5777024714155, 38.2833634817061)",-77.5777024714155,38.2833634817061,"c(-77.5777024714155, 38.2833634817061)"
51059451300,"Census Tract 4513, Fairfax County, Virginia",2044,124,"c(-77.1558309737494, 38.8615451539876)",-77.1558309737494,38.8615451539876,"c(-77.1558309737494, 38.8615451539876)"
51125950300,"Census Tract 9503, Nelson County, Virginia",3756,251,"c(-78.9911362643272, 37.8056894032115)",-78.9911362643272,37.8056894032115,"c(-78.9911362643272, 37.8056894032115)"
51710001400,"Census Tract 14, Norfolk city, Virginia",2397,209,"c(-76.2672542098256, 36.9079792409295)",-76.2672542098256,36.9079792409295,"c(-76.2672542098256, 36.9079792409295)"
51041100807,"Census Tract 1008.07, Chesterfield County, Virginia",1468,153,"c(-77.4625505370499, 37.4200334075192)",-77.4625505370499,37.4200334075192,"c(-77.4625505370499, 37.4200334075192)"
51760040700,"Census Tract 407, Richmond city, Virginia",2487,330,"c(-77.4805579761839, 37.5634635164902)",-77.4805579761839,37.5634635164902,"c(-77.4805579761839, 37.5634635164902)"
51059421800,"Census Tract 4218, Fairfax County, Virginia",5366,650,"c(-77.1265811241246, 38.7240584148285)",-77.1265811241246,38.7240584148285,"c(-77.1265811241246, 38.7240584148285)"
51059481102,"Census Tract 4811.02, Fairfax County, Virginia",3011,219,"c(-77.3985680766967, 38.9482528158119)",-77.3985680766967,38.9482528158119,"c(-77.3985680766967, 38.9482528158119)"
51510200407,"Census Tract 2004.07, Alexandria city, Virginia",3419,333,"c(-77.1416439764373, 38.8099237575308)",-77.1416439764373,38.8099237575308,"c(-77.1416439764373, 38.8099237575308)"
51710006902,"Census Tract 69.02, Norfolk city, Virginia",2386,304,"c(-76.1995457336785, 36.838575240588)",-76.1995457336785,36.838575240588,"c(-76.1995457336785, 36.838575240588)"
51097950400,"Census Tract 9504, King and Queen County, Virginia",3588,224,"c(-76.9755774243226, 37.7941986355201)",-76.9755774243226,37.7941986355201,"c(-76.9755774243226, 37.7941986355201)"
51107611013,"Census Tract 6110.13, Loudoun County, Virginia",3477,260,"c(-77.4890523506075, 39.0556681024203)",-77.4890523506075,39.0556681024203,"c(-77.4890523506075, 39.0556681024203)"
51101950101,"Census Tract 9501.01, King William County, Virginia",3331,313,"c(-77.1926167441494, 37.7294572584735)",-77.1926167441494,37.7294572584735,"c(-77.1926167441494, 37.7294572584735)"
51061930304,"Census Tract 9303.04, Fauquier County, Virginia",1950,116,"c(-77.7293505647355, 38.7903678683829)",-77.7293505647355,38.7903678683829,"c(-77.7293505647355, 38.7903678683829)"
51600300500,"Census Tract 3005, Fairfax city, Virginia",2946,196,"c(-77.2983475773811, 38.8401602388905)",-77.2983475773811,38.8401602388905,"c(-77.2983475773811, 38.8401602388905)"
51087200411,"Census Tract 2004.11, Henrico County, Virginia",4114,310,"c(-77.5277204828101, 37.6392530062007)",-77.5277204828101,37.6392530062007,"c(-77.5277204828101, 37.6392530062007)"
51700032002,"Census Tract 320.02, Newport News city, Virginia",4788,284,"c(-76.5261532009137, 37.0986649536081)",-76.5261532009137,37.0986649536081,"c(-76.5261532009137, 37.0986649536081)"
51840000302,"Census Tract 3.02, Winchester city, Virginia",4912,500,"c(-78.1805560289367, 39.1524648466758)",-78.1805560289367,39.1524648466758,"c(-78.1805560289367, 39.1524648466758)"
51810046012,"Census Tract 460.12, Virginia Beach city, Virginia",5434,426,"c(-76.1209336018091, 36.8022070105485)",-76.1209336018091,36.8022070105485,"c(-76.1209336018091, 36.8022070105485)"
