GEOID,3sfca_capacity,2sfca30_capacity
51001,0.0,0.0
51003,0.9023861272986853,0.0001354963330308577
51005,0.0,0.0
51007,0.13182306610712227,0.0
51009,0.07788978685384085,0.0
51011,0.07788978685384085,0.0
51013,1.5936761453559871,0.00022270907894883548
51015,0.005718346625031384,0.0
51017,0.0,0.0
51019,0.12313124058691069,0.0
51021,0.0,0.0
51023,0.16837269431998053,0.0
51025,0.0,0.0
51027,0.0,0.0
51029,0.0,0.0
51031,0.6991535629499523,7.135088853477706e-05
51033,0.1552553498073482,0.0
51035,0.0,0.0
51036,0.13182306610712227,0.0
51037,0.0,0.0
51041,0.14353920795723524,0.0
51043,0.0,0.0
51045,0.0,0.0
51047,6.768081585107208,0.00159824193387274
51049,0.0,0.0
51051,0.0,0.0
51053,0.13182306610712227,0.0
51057,0.0,0.0
51059,2.1777222327165617,0.0003275133513953463
51061,0.42454052702634554,0.0
51063,0.0,0.0
51065,0.05704731514019404,0.0
51067,0.08418634715999027,0.0
51069,0.0,0.0
51071,0.0,0.0
51073,0.06846411214990372,0.0
51075,0.10615133247377112,0.0
51077,0.0,0.0
51079,0.02852365757009702,0.0
51081,0.0,0.0
51083,0.02286038582204081,0.0
51085,2.4632826292203385,0.0003458163280484886
51087,1.288435271425659,0.00020766017416879319
51089,0.0012870458505706624,0.0
51091,0.0,0.0
51093,0.0979349761018444,0.0
51095,0.06846411214990372,0.0
51097,0.0,0.0
51099,0.0,0.0
51101,0.1552553498073482,0.0
51103,0.0,0.0
51105,0.08931648742623073,0.0
51107,0.09507727003544242,0.0
51109,0.05704731514019404,0.0
51111,0.0,0.0
51113,0.40552554957872133,0.0
51115,0.0,0.0
51117,0.0,0.0
51119,0.0,0.0
51121,0.16837269431998053,0.0
51125,0.05704731514019404,0.0
51127,0.14353920795723524,0.0
51131,0.0,0.0
51133,0.0,0.0
51135,0.0,0.0
51137,0.40552554957872133,0.0
51139,0.0,0.0
51141,0.0,0.0
51143,0.2051991774978425,1.9854278619604205e-05
51145,0.14353920795723524,0.0
51147,0.0,0.0
51149,0.13182306610712227,0.0
51153,0.09507727003544242,0.0
51155,0.0,0.0
51157,0.0,0.0
51159,0.0,0.0
51161,2.8222470666968165,0.00040930646903949503
51163,0.0,0.0
51165,0.0,0.0
51167,0.0,0.0
51169,0.08931648742623073,0.0
51171,0.0,0.0
51173,0.0,0.0
51175,0.0,0.0
51177,0.7540037840172487,0.0
51179,0.42454052702634554,0.0
51181,0.13182306610712227,0.0
51183,0.06591153305356114,0.0
51185,0.0,0.0
51187,0.0,0.0
51191,0.0,0.0
51193,0.0,0.0
51195,1.4971144559063436,0.00022951572182694515
51197,0.0,0.0
51199,0.14690246415276656,0.0
51510,1.5936761453559871,0.00022270907894883548
51520,0.0,0.0
51530,0.07788978685384085,0.0
51540,1.3066551705920633,0.00019925931328067308
51550,1.8268118850560227,0.00014549950199488636
51570,2.0939452051834437,0.00029604239210959956
51580,0.0,0.0
51590,0.5017076194434815,9.024672099820092e-05
51595,0.0,0.0
51600,1.5936761453559871,0.00022270907894883548
51610,1.5936761453559871,0.00022270907894883548
51620,0.009426607847147845,0.0
51630,0.7540037840172487,0.0
51640,0.0,0.0
51650,1.6961336936562281,0.00034025175453838974
51660,0.0,0.0
51670,2.0939452051834437,0.00029604239210959956
51678,0.0,0.0
51680,1.3055811891691418,0.00022053911001658366
51683,0.09507727003544242,0.0
51685,0.09507727003544242,0.0
51690,0.0012870458505706624,0.0
51700,1.0956661115468278,0.00013243153172958231
51710,3.881202070878836,0.0007042068682635997
51720,1.4971144559063436,0.00022951572182694515
51730,2.0939452051834437,0.00029604239210959956
51735,1.0956661115468278,0.00013243153172958231
51740,3.3781509739431,0.0004497257334387397
51750,0.0,0.0
51760,1.288435271425659,0.00020766017416879319
51770,3.8565364746624113,0.0006019212779992573
51775,2.8222470666968165,0.00040930646903949503
51790,0.0032117791365792892,0.0
51800,0.0979349761018444,0.0
51810,0.14690246415276656,0.0
51820,0.02852365757009702,0.0
51830,0.06846411214990372,0.0
51840,0.0,0.0
