origin,dest,cost
51041100206,51620090100,112.8
51059481202,51620090100,240.3
51710004800,51620090100,56.4
51117930300,51620090100,112.3
51143010300,51620090100,223.6
51059421101,51620090100,217.6
51087200201,51620090100,122.9
51085320100,51620090100,146.6
51810040403,51620090100,70
51760010401,51620090100,116.2
51081880200,51620090100,51
51179010213,51620090100,187.2
51740211800,51620090100,51
51770002300,51620090100,283.5
51019030501,51620090100,264
51013100600,51620090100,234.3
51770002200,51620090100,283.4
51760061000,51620090100,108.8
51087200121,51620090100,128.4
51740212400,51620090100,52.6
51510201400,51620090100,228.7
51059482502,51620090100,235.9
51107611005,51620090100,255.1
51683910201,51620090100,220.9
51700032113,51620090100,75.1
51167030200,51620090100,445.5
51169030400,51620090100,471.2
51087200104,51620090100,123.4
51660000101,51620090100,256.6
51810046015,51620090100,74.7
51540000501,51620090100,191.1
51680001100,51620090100,214.8
51059471402,51620090100,231.1
51059421400,51620090100,224.6
51059422101,51620090100,209.8
51053840100,51620090100,96.3
51760021000,51620090100,108.1
51760030500,51620090100,108.8
51059421701,51620090100,219.1
51059452302,51620090100,225.3
51810046013,51620090100,70.6
51013101402,51620090100,232.9
51710004001,51620090100,56.9
51840000100,51620090100,287
51059421102,51620090100,219
51185020700,51620090100,430.1
51059431002,51620090100,219.5
51059420600,51620090100,227.7
51059450200,51620090100,228.9
51740211500,51620090100,49.9
51161030203,51620090100,282.5
51740212000,51620090100,52.2
51019030402,51620090100,247.3
51113930100,51620090100,221.5
51059415401,51620090100,223.9
51011040300,51620090100,182.7
51049930100,51620090100,164.9
51810044004,51620090100,77
51177020108,51620090100,170.8
51111930200,51620090100,140.2
51111930100,51620090100,122.4
51067020500,51620090100,271.1
51710003600,51620090100,57.5
51550020600,51620090100,57.2
51041101009,51620090100,120.6
51540000201,51620090100,192.1
51057950600,51620090100,176.5
51670820100,51620090100,88.1
51710005701,51620090100,64.6
51059440201,51620090100,226.1
51740212701,51620090100,47.3
51710004900,51620090100,57
51810045428,51620090100,82.1
51710002600,51620090100,58
51003010100,51620090100,232.3
51059482302,51620090100,242.1
51760071002,51620090100,112.9
51760060900,51620090100,104.1
51059432300,51620090100,217.3
51059432702,51620090100,212.8
51760030200,51620090100,110.3
51510200701,51620090100,224
51033030202,51620090100,164.9
51740210300,51620090100,53.8
51510200103,51620090100,222.3
51710007002,51620090100,62.4
51133020300,51620090100,175
51059432701,51620090100,215
51059452400,51620090100,221.8
51740212600,51620090100,50.4
51059415900,51620090100,221.2
51760070802,51620090100,106.2
51059451200,51620090100,228
51059440701,51620090100,223.7
51013103200,51620090100,227.5
51810045603,51620090100,67.3
51013102802,51620090100,225.4
51059422301,51620090100,221.8
51059470600,51620090100,236
51059470800,51620090100,235.7
51179010405,51620090100,179.7
51760010800,51620090100,115.5
51091970100,51620090100,285
51510200702,51620090100,225
51009010200,51620090100,230.5
51157950100,51620090100,262.1
51059432600,51620090100,215.9
51041100817,51620090100,103.6
51059481201,51620090100,240.6
51033030201,51620090100,148.7
51059460900,51620090100,234.5
51760010500,51620090100,115.6
51730810700,51620090100,80.4
51041100210,51620090100,111.5
51041100209,51620090100,113.6
51710003700,51620090100,55.9
51153901229,51620090100,205.4
51700032126,51620090100,71.2
51660000401,51620090100,260.2
51700031701,51620090100,68.9
51710003501,51620090100,58.6
51730810400,51620090100,81
51051040400,51620090100,483.6
51059460701,51620090100,233.7
51800065300,51620090100,28.3
51710005903,51620090100,64.4
51175200100,51620090100,34.5
51690000400,51620090100,210.5
51740212100,51620090100,52.1
51177020111,51620090100,175.7
51059451300,51620090100,229.7
51125950300,51620090100,249.2
51710001400,51620090100,63.6
51041100807,51620090100,103.1
51760040700,51620090100,114.9
51059421800,51620090100,216.7
51059481102,51620090100,240.1
51510200407,51620090100,222.6
51710006902,51620090100,64.9
51097950400,51620090100,149.9
51107611013,51620090100,259.5
51101950101,51620090100,140
51061930304,51620090100,238.4
51600300500,51620090100,226.2
